Material,Value
 LDPE     ,110
 PP       ,130
 ABS      ,105
 Nylon    ,85
 PC       ,150
 PEEK     ,160
 PVA      ,60
 POM      ,175
 PLA      ,60
 PEI      ,217
 PSU      ,187
 PPS      ,90
 PVDF     ,150
 PSF      ,190
 PAI      ,300
 PES      ,225
 PPO      ,106
 PBAT     ,55
 PBT      ,60
 PC/ABS   ,110
 SBS      ,100
 SEBS     ,80
 EVA      ,55
 EVOH     ,155
 PIB      ,-70
 FEP      ,205
 PFA      ,305
 ETFE     ,250
 ECTFE    ,175
 PVF      ,135
 PCTFE    ,210
 PVDF     ,150
 PVDF-HFP ,120
 PVAc     ,35
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
 PBMA     ,90
